JELAPANG RD 520-3,99,670520,1998,3,76,3676.5,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.38646757937131,103.7665076307,40934.1612075497,20564.800441178842,2.0,12.2,3885.7,0,0,1,2
BT PANJANG RING RD 615-3,99,670615,2002,3,80,4566.9,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.38514726798653,103.762438315763,40788.18093164412,20111.93341125596,-1.5,3.2,4113.6,0,0,1,2
BT PANJANG RING RD 609-3,99,670609,2001,3,79,5099.8,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.38285734125021,103.762010135941,40534.973690104,20064.2748364781,3.0,-5.7,4207.2,0,0,1,2
FAJAR RD 404-3,99,670404,1988,3,66,3691.6,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.38063876738095,103.767550485267,40289.63709290797,20680.838931445276,20.0,7.4,3774.0,0,0,1,2
SENJA RD 631-3,99,670631,2004,3,82,4833.3,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.38662658656793,103.760257710151,40951.763977231036,19869.26481573954,-2.7,-6.8,4514.9,0,0,1,2
SENJA RD 629-3,99,670629,2004,3,82,4958.8,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.38652802373557,103.759278980746,40940.86877434701,19760.344416951317,8.9,1.0,4871.9,0,0,1,2
PETIR RD 204-3,99,670204,1988,3,66,3401.6,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.37317516532605,103.774810614456,39464.32836511975,21488.779980951214,-2.3,-7.3,3048.1,0,0,1,1
JELAPANG RD 506-3,99,670506,1998,3,76,3109.6,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.38703345458911,103.768120654409,40996.72785401142,20744.31104460649,-1.4,10.7,3620.9,0,0,1,2
PETIR RD 136-3,99,670136,1988,3,66,3442.6,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.37461056095475,103.768753597677,39623.06456820781,20814.712195442633,-12.3,-8.0,2980.8,0,0,1,2
SENJA LINK 652-3,99,670652,2001,3,79,3483.5,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.38744862342633,103.763847246671,41042.648683364736,20268.73694313556,2.2,35.8,4729.7,0,0,1,2
BT PANJANG RING RD 620-3,99,670620,2001,3,79,3986.2,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.38585558267615,103.761737460728,40866.50518123155,20033.939536769398,0.8,-8.3,3986.5,0,0,1,2
JELAPANG RD 507-3,99,670507,1998,3,76,3212.1,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.38655567093278,103.767999746703,40943.89729799593,20730.854110888435,-11.8,-9.2,3113.8,0,0,1,2
SENJA RD 625-3,99,670625,2004,3,82,4040.0,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.38563406119189,103.760361050815,40842.01511346359,19880.76192782986,-9.5,-3.7,4233.3,0,0,1,2
SENJA RD 623-3,99,670623,2001,3,79,4234.2,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.38625610118184,103.762201338577,40910.790964373686,20085.564549229744,-3.1,-6.7,3969.7,0,0,1,2
SENJA RD 610-3,99,670610,2002,3,80,4315.3,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.38340067966504,103.761236851817,40595.05594046292,19978.21990165668,9.6,11.4,4738.7,0,0,1,2
