C29,19754.8437,32767.8945
C29A,19749.6211,32629.2695
C3M,20967.8189,32458.1382
C3ML,20852.2200,32522.1809
C30,19998.4863,32640.0059
C31,19907.0039,32541.0547
C32,19738.0729,32326.8057
C33,20603.5028,31877.1704
C34,19944.5184,32148.1942
C35,20000.4883,31993.6074
C36,20236.2232,31960.1377
C37,20282.3230,31764.2687
C38,20121.5156,31683.3711
C39,20089.6113,32510.9746
C4M,21009.1656,32642.4126
C41,20797.7690,31374.2132
C5,20905.8297,32821.8286
C6,20696.2978,32975.0306
C7,21037.2754,33018.7828
C8,20800.9102,33216.8047
C9,20988.0194,33324.5654
DRM1,25576.6096,29218.1692
DRM2,25165.8976,29305.1091
DRM3,25390.1316,29254.1321
DRM4,25668.1428,29257.6985
DRM5,25346.6693,29308.7018
DRS,25737.9080,29213.3689
DUXM,28860.8985,28827.1925
DWST,25624.1711,30843.9601
DWSV,25362.2059,30853.9755
DWVT,25420.9278,30734.4029
ECM,35602.0712,33587.8309
EC2,35915.3437,33873.7578
EC3,35919.0977,33712.4297
EC4,35720.6280,33641.6254
EC5,35717.5859,33809.3711
EC7,35601.9233,33339.4481
EC7T,35625.1072,33420.8287
EC8,35778.0200,33499.0305
EI1,35070.0793,33964.0908
EI3,35240.6635,33456.9535
EPL,28733.8679,28847.7781
EPM,28622.0835,28739.5121
FRM,31121.2668,32341.4155
FR2C,25150.3008,33394.0586
FR2S,25091.4622,33354.5073
FR3M,24983.1434,33218.9585
FR4M,25130.4814,33238.9594
GBM,31930.2182,33890.9953
GEM,34041.2850,33588.5472
GEML,34068.7879,33577.5930
GE1A,33577.7747,33572.0259
GE1B,33973.3743,33717.7668
GE1C,33896.2141,33557.8016
GE1D,34214.9727,33789.4883
GE1E,33687.9721,33553.6719
GE1F,33666.5701,33497.1087
GE1G,33897.2922,33690.8917
GE2,33733.7656,33357.2852
GE3,34014.6484,33308.1484
GE5,34037.1328,33202.9687
GMLM,22713.9209,32338.0954
GM1A,22836.9123,32767.7127
GM1B,22985.0680,32801.7739
GM1M,22552.3566,32407.3317
GM2,22974.2865,32655.7823
GM2A,22874.5952,32575.0244
GM3,23051.4100,32606.5200
GM5,23013.3200,32520.9300
GM6A,23036.9150,32422.5932
GM6B,22917.7735,32435.7026
GSM,35236.2639,33275.6378
GSML,35252.7807,33256.2338
HCM,26691.3633,30161.6850
HDBH,29669.4119,34933.9237
HE1,26779.8906,30181.1563
HE12,26367.5806,30069.2434
HE14,26768.4355,29793.2871
HE17,26561.0277,29871.6493
HE19,26627.3867,30326.9473
HE22,26834.7218,30269.4645
HE24,26627.4121,29677.5937
HE3,26708.2500,29683.2227
HE4,26827.4609,29545.2148
HE9,26650.6074,29571.3613
HG1,34773.1311,38246.9455
HG1A,35619.4738,40071.2687
HG1B,35497.5223,39745.8425
HG1C,35829.7203,39930.3842
HG1D,34765.7308,38421.4154
HG10,34361.8201,37404.5949
HG11,34862.2295,38666.4192
HG12,35216.1904,38747.8164
HG13,35261.0156,38873.8796
HG14,35023.2798,39024.5479
HG15,33942.0874,37892.5664
HG16,34095.5904,37977.2274
HG17,34080.7076,37750.4416
HG18,34191.1758,37792.5508
HG19,33618.2651,37216.3433
HG2,34533.3906,38329.9531
HG2A,35501.0297,39817.8795
HG2B,33468.3697,39724.6803
HG2C,35112.2965,39125.1711
HG2D,33994.2969,40153.4168
HG20,33910.4258,36933.0703
HG22,33243.2373,37175.2101
HG23,34480.0781,37732.4375
HG24,34496.2494,37985.1602
HG25,33961.8596,37988.3801
HG26,35293.1914,39057.5898
HG29,35318.5017,39372.2520
HG3A,33282.6779,40818.5609
HG3B,33375.8280,40694.4027
HG3C,33418.2290,40968.2736
HG3D,33158.7215,40684.5984
HG3E,33602.1418,40785.1834
HG30,35083.1678,39473.6275
HG31,35011.0401,39719.7005
HG32,33869.4973,39265.7089
HG33,33681.9766,39065.4219
HG34,33362.3594,39106.8477
HG35,34192.6367,38725.0781
HG36,34041.3045,38684.0320
HG37,34015.3359,39445.9023
HG38,34274.4064,39391.9731
HG39,33859.2191,39106.9608
HG4,34417.4102,38475.2617
HG40,34539.9612,37136.0181
HG41,33122.7539,39254.3111
HG42,33575.4429,39573.3197
HG43,33674.0721,39346.8732
HG44,33899.4880,39516.6851
HG45,33877.2539,39766.0352
HG46,33969.9570,39760.9531
HG47,34748.8960,39244.1710
HG48,34763.5200,39713.1288
HG49,34837.5859,40085.5664
HG5,34565.1384,38599.6502
HG50,34456.3578,39923.9507
HG51,34320.5249,40069.8193
HG52,34280.7309,40250.2304
HG53,34386.2027,39209.6336
HG54,33679.7387,37636.4156
HG55,34665.4285,39409.9585
HG56,34321.5593,39246.2794
HG57,35081.0430,37491.8984
HG58,35056.0000,37688.4219
