PETIR RD 204,3,-2.3,-7.3,3048.1
JELAPANG RD 506,3,-1.4,10.7,3620.9
PETIR RD 136,3,-12.3,-8.0,2980.8
SENJA LINK 652,3,2.2,35.8,4729.7
SENJA LINK 652,4,6.1,5.8,4721.1
BT PANJANG RING RD 620,3,0.8,-8.3,3986.5
SENJA RD 656,3,0.0,0.0,4235.4
SENJA RD 656,4,0.0,0.0,4500.0
BT PANJANG RING RD 448,3,0.0,0.0,3370.0
JELAPANG RD 507,3,-11.8,-9.2,3113.8
SENJA RD 625,3,-9.5,-3.7,4233.3
SENJA RD 623,3,-3.1,-6.7,3969.7
SENJA RD 610,3,9.6,11.4,4738.7
BT PANJANG RING RD 611,3,-6.9,-1.1,4198.2
SENJA RD 627,3,1.4,5.0,4295.5
SENJA RD 626,3,-7.7,-0.7,4276.0
SENJA RD 608,3,7.4,-9.3,4436.4
JELEBU RD 182,3,-0.6,4.4,5837.9
SENJA RD 606,3,17.8,25.1,5733.3
SEGAR RD 478,4,4.2,3.5,3652.3
SEGAR RD 478,3,0.0,0.0,3697.8
SEGAR RD 470,4,-8.5,-6.1,3307.7
SEGAR RD 470,3,-0.6,-5.8,3627.8
PENDING RD 124,4,2.0,3.2,3871.5
SENJA LINK 653,4,-1.2,-2.7,4230.8
SENJA LINK 653,3,-8.9,5.7,4181.8
CASHEW RD 135,4,13.0,24.1,4914.4
JELEBU RD 184,4,6.6,8.0,6048.4
JELEBU RD 184,3,-11.8,1.9,5758.5
JELEBU RD 183,4,0.0,0.0,6005.6
JELEBU RD 183,3,6.6,7.7,6016.5
JELAPANG RD 543,4,0.4,9.6,5352.1
TOH YI DR 1,3,-15.1,-2.9,6065.6
FARRER RD 5,3,-2.6,-0.7,6905.3
TG PAGAR PLAZA 3,2,4.5,0.3,8150.6
UPP CROSS ST 538,2,-2.4,2.5,7225.0
UPP CROSS ST 532,2,-4.0,-11.0,7133.3
CHIN SWEE RD 53,3,-7.0,-7.2,5974.0
CANTONMENT RD 1A,3,13.2,10.9,10768.4
CANTONMENT RD 1F,3,0.9,11.2,9757.0
CANTONMENT RD 1C,3,6.2,11.5,10861.7
CANTONMENT RD 1B,3,18.7,17.0,11464.7
CANTONMENT RD 1E,3,6.4,18.3,10439.3
TECK WHYE AVE 5,2,-0.4,-5.9,3459.5
TECK WHYE AVE 5,3,0.0,0.0,3279.8
TECK WHYE LANE 15,3,4.1,-2.0,3423.9
CHOA CHU KANG AVE 4 459,3,0.0,0.0,3480.5
CHOA CHU KANG CTRL 206,3,4.6,9.6,3426.2
CHOA CHU KANG CRES 690A,3,1.2,-6.7,3566.7
TECK WHYE LANE 20,3,8.4,2.0,3626.4
CHOA CHU KANG AVE 2 295,3,-10.3,-17.4,2754.2
TECK WHYE LANE 110,3,0.0,0.3,3228.2
TECK WHYE LANE 110,2,-3.8,-8.0,3589.0
CHOA CHU KANG AVE 3 409,3,1.7,-1.9,3254.7
CHOA CHU KANG DR 688A,3,24.5,15.2,4159.0
CHOA CHU KANG AVE 5 485A,3,0.0,0.0,3429.7
TECK WHYE LANE 16,3,-3.0,-12.7,3320.9
TECK WHYE LANE 16,2,-4.0,-14.6,3624.3
TECK WHYE LANE 103,3,14.0,-3.4,3304.5
CHOA CHU KANG DR 687A,3,10.8,-11.3,3722.2
CHOA CHU KANG AVE 3 407,3,1.7,-8.7,3125.0
JLN TECK WHYE 160,3,0.0,0.0,3502.0
CHOA CHU KANG CRES 686C,3,1.5,0.8,3852.9
CHOA CHU KANG CRES 670A,3,6.0,-7.6,3373.8
TECK WHYE LANE 114,3,0.0,0.0,3095.4
TECK WHYE LANE 114,2,0.0,0.0,3750.4
CHOA CHU KANG CTRL 238,3,-0.7,-8.4,3238.1
CHOA CHU KANG AVE 1 202,3,11.2,10.3,3728.0
CHOA CHU KANG AVE 2 296A,3,0.0,0.0,3081.7
CHOA CHU KANG AVE 2 296A,4,0.0,0.0,3294.1
CHOA CHU KANG ST 62 616,3,-4.4,-4.1,3314.8
JLN TECK WHYE 155,3,-2.2,0.2,3750.0
CHOA CHU KANG AVE 3 402,3,0.0,0.0,3149.1
CHOA CHU KANG AVE 4 422,3,-2.2,-14.3,3192.3
CHOA CHU KANG AVE 2 296,3,0.0,0.0,3366.9
CHOA CHU KANG AVE 2 296,4,0.0,0.0,3485.9
CHOA CHU KANG CTRL 226,3,26.3,21.1,4067.3
CHOA CHU KANG AVE 3 472,3,-7.2,-11.9,3343.3
CHOA CHU KANG CRES 673,3,1.1,-3.0,3434.5
CHOA CHU KANG AVE 3 410,3,0.0,0.0,3090.9
