quarter,type,district,district_display,project,flat_type,median_rent
2018Q2,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE NEXUS,-,3.3
2019Q4,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE NEXUS,-,3.17
2020Q2,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE NEXUS,-,3.07
2019Q1,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE NEXUS,-,3.3
2019Q3,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE NEXUS,-,3.59
2020Q3,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE NEXUS,-,3.12
2020Q1,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE NEXUS,-,3.17
2019Q2,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE NEXUS,-,3.55
2020Q4,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE NEXUS,-,3.57
2018Q1,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",REGENT PARK,-,2.66
2018Q3,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",REGENT PARK,-,2.69
2018Q2,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",REGENT PARK,-,2.65
2018Q4,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",REGENT PARK,-,2.62
2020Q2,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",REGENT PARK,-,2.73
2019Q1,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",REGENT PARK,-,2.6
2019Q3,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",REGENT PARK,-,2.71
2020Q1,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",REGENT PARK,-,2.68
2020Q3,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",REGENT PARK,-,2.71
2019Q2,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",REGENT PARK,-,2.81
2019Q4,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",REGENT PARK,-,2.83
2020Q4,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",REGENT PARK,-,2.71
2018Q4,Condo,19,"Serangoon Garden, Hougang, Punggo",THE SPRINGBLOOM,-,2.8
2018Q1,Condo,19,"Serangoon Garden, Hougang, Punggo",THE SPRINGBLOOM,-,2.71
2018Q3,Condo,19,"Serangoon Garden, Hougang, Punggo",THE SPRINGBLOOM,-,2.62
2019Q4,Condo,19,"Serangoon Garden, Hougang, Punggo",THE SPRINGBLOOM,-,2.74
2019Q1,Condo,19,"Serangoon Garden, Hougang, Punggo",THE SPRINGBLOOM,-,2.62
2019Q3,Condo,19,"Serangoon Garden, Hougang, Punggo",THE SPRINGBLOOM,-,2.71
2020Q1,Condo,19,"Serangoon Garden, Hougang, Punggo",THE SPRINGBLOOM,-,2.59
2020Q3,Condo,19,"Serangoon Garden, Hougang, Punggo",THE SPRINGBLOOM,-,2.61
2020Q4,Condo,19,"Serangoon Garden, Hougang, Punggo",THE SPRINGBLOOM,-,2.5
2020Q1,Condo,12,"Balestier, Toa Payoh, Serangoon",AIRSTREAM,-,4.02
2018Q3,Condo,9,"Orchard, Cairnhill, River Valley",RICHMOND PARK,-,3.88
2018Q2,Condo,9,"Orchard, Cairnhill, River Valley",RICHMOND PARK,-,3.93
2018Q4,Condo,9,"Orchard, Cairnhill, River Valley",RICHMOND PARK,-,3.99
2020Q2,Condo,9,"Orchard, Cairnhill, River Valley",RICHMOND PARK,-,4.06
2019Q1,Condo,9,"Orchard, Cairnhill, River Valley",RICHMOND PARK,-,3.78
2019Q3,Condo,9,"Orchard, Cairnhill, River Valley",RICHMOND PARK,-,3.8
2020Q3,Condo,9,"Orchard, Cairnhill, River Valley",RICHMOND PARK,-,3.95
2019Q4,Condo,9,"Orchard, Cairnhill, River Valley",RICHMOND PARK,-,3.81
2018Q1,Condo,9,"Orchard, Cairnhill, River Valley",MIRAGE TOWER,-,3.44
2018Q3,Condo,9,"Orchard, Cairnhill, River Valley",MIRAGE TOWER,-,3.42
2018Q2,Condo,9,"Orchard, Cairnhill, River Valley",MIRAGE TOWER,-,3.27
2018Q4,Condo,9,"Orchard, Cairnhill, River Valley",MIRAGE TOWER,-,3.84
2020Q2,Condo,9,"Orchard, Cairnhill, River Valley",MIRAGE TOWER,-,2.98
2020Q3,Condo,9,"Orchard, Cairnhill, River Valley",MIRAGE TOWER,-,3.29
2019Q1,Condo,9,"Orchard, Cairnhill, River Valley",MIRAGE TOWER,-,3.44
2019Q3,Condo,9,"Orchard, Cairnhill, River Valley",MIRAGE TOWER,-,3.42
2020Q1,Condo,9,"Orchard, Cairnhill, River Valley",MIRAGE TOWER,-,3.73
2019Q2,Condo,9,"Orchard, Cairnhill, River Valley",MIRAGE TOWER,-,3.12
2019Q4,Condo,9,"Orchard, Cairnhill, River Valley",MIRAGE TOWER,-,3.5
2020Q4,Condo,9,"Orchard, Cairnhill, River Valley",MIRAGE TOWER,-,3.34
2018Q1,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",D'LEEDON,-,3.94
2018Q3,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",D'LEEDON,-,3.91
2018Q2,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",D'LEEDON,-,3.9
2018Q4,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",D'LEEDON,-,4.02
2019Q1,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",D'LEEDON,-,3.91
2019Q3,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",D'LEEDON,-,3.88
2020Q1,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",D'LEEDON,-,4.06
2019Q2,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",D'LEEDON,-,3.73
2019Q4,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",D'LEEDON,-,4.06
2020Q3,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",D'LEEDON,-,3.78
2020Q2,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",D'LEEDON,-,3.85
2020Q4,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",D'LEEDON,-,3.93
2018Q1,Condo,9,"Orchard, Cairnhill, River Valley",ESPADA,-,6.41
2018Q3,Condo,9,"Orchard, Cairnhill, River Valley",ESPADA,-,6.19
2018Q2,Condo,9,"Orchard, Cairnhill, River Valley",ESPADA,-,5.86
2018Q4,Condo,9,"Orchard, Cairnhill, River Valley",ESPADA,-,6.15
2019Q1,Condo,9,"Orchard, Cairnhill, River Valley",ESPADA,-,6.54
2019Q3,Condo,9,"Orchard, Cairnhill, River Valley",ESPADA,-,6.41
2020Q1,Condo,9,"Orchard, Cairnhill, River Valley",ESPADA,-,6.44
2019Q2,Condo,9,"Orchard, Cairnhill, River Valley",ESPADA,-,6.24
2019Q4,Condo,9,"Orchard, Cairnhill, River Valley",ESPADA,-,6.28
2020Q3,Condo,9,"Orchard, Cairnhill, River Valley",ESPADA,-,5.8
2020Q2,Condo,9,"Orchard, Cairnhill, River Valley",ESPADA,-,5.99
2020Q4,Condo,9,"Orchard, Cairnhill, River Valley",ESPADA,-,6.1
2018Q3,Condo,22,Jurong,LAKEHOLMZ,-,2.66
2018Q2,Condo,22,Jurong,LAKEHOLMZ,-,2.6
2018Q4,Condo,22,Jurong,LAKEHOLMZ,-,2.46
2020Q2,Condo,22,Jurong,LAKEHOLMZ,-,2.39
2020Q3,Condo,22,Jurong,LAKEHOLMZ,-,2.41
2019Q1,Condo,22,Jurong,LAKEHOLMZ,-,2.45
2019Q3,Condo,22,Jurong,LAKEHOLMZ,-,2.42
2020Q1,Condo,22,Jurong,LAKEHOLMZ,-,2.4
2019Q2,Condo,22,Jurong,LAKEHOLMZ,-,2.65
2019Q4,Condo,22,Jurong,LAKEHOLMZ,-,2.47
2020Q1,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",BALMORAL PLACE,-,3.43
2018Q4,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",VILLA DELLE ROSE,-,2.91
2018Q1,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",VILLA DELLE ROSE,-,2.89
2018Q3,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",VILLA DELLE ROSE,-,3.05
2019Q4,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",VILLA DELLE ROSE,-,2.52
2020Q3,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",VILLA DELLE ROSE,-,2.4
2019Q1,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",VILLA DELLE ROSE,-,2.91
2019Q3,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",VILLA DELLE ROSE,-,2.91
2020Q1,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",VILLA DELLE ROSE,-,2.5
2020Q4,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",VILLA DELLE ROSE,-,2.54
2018Q2,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",WHITEHAVEN,-,4
2018Q1,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",WHITEHAVEN,-,4
2018Q3,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",WHITEHAVEN,-,4.09
2019Q2,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",WHITEHAVEN,-,3.9
2020Q2,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",WHITEHAVEN,-,3.91
2020Q3,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",WHITEHAVEN,-,4.07
2019Q1,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",WHITEHAVEN,-,4.1
2019Q3,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",WHITEHAVEN,-,4.22
2020Q1,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",WHITEHAVEN,-,4.09
2020Q4,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",WHITEHAVEN,-,4.27
2019Q3,Condo,11,"Watten Estate, Novena, Thomson",THE TREVOSE,-,3.37
2018Q3,Condo,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",AQUARIUS BY THE PARK,-,2.44
2018Q1,Condo,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",AQUARIUS BY THE PARK,-,2.61
2019Q1,Condo,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",AQUARIUS BY THE PARK,-,2.5
2018Q2,Condo,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",AQUARIUS BY THE PARK,-,2.52
2018Q4,Condo,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",AQUARIUS BY THE PARK,-,2.52
2019Q3,Condo,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",AQUARIUS BY THE PARK,-,2.52
2020Q1,Condo,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",AQUARIUS BY THE PARK,-,2.49
2019Q2,Condo,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",AQUARIUS BY THE PARK,-,2.6
2019Q4,Condo,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",AQUARIUS BY THE PARK,-,2.49
2020Q3,Condo,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",AQUARIUS BY THE PARK,-,2.27
2020Q2,Condo,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",AQUARIUS BY THE PARK,-,2.41
2020Q4,Condo,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",AQUARIUS BY THE PARK,-,2.37
2018Q4,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE CREEK @ BUKIT,-,3.78
2018Q1,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE CREEK @ BUKIT,-,3.72
2018Q3,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE CREEK @ BUKIT,-,3.35
2018Q2,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE CREEK @ BUKIT,-,3.35
2019Q4,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE CREEK @ BUKIT,-,3.96
2020Q2,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE CREEK @ BUKIT,-,3.47
2019Q1,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE CREEK @ BUKIT,-,3.41
2020Q3,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE CREEK @ BUKIT,-,3.64
2019Q3,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE CREEK @ BUKIT,-,4.16
2020Q1,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE CREEK @ BUKIT,-,3.47
2019Q2,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE CREEK @ BUKIT,-,3.27
2020Q4,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE CREEK @ BUKIT,-,4.04
2018Q4,Condo,14,"Geylang, Eunos",TRE RESIDENCES,-,4.06
2018Q3,Condo,14,"Geylang, Eunos",TRE RESIDENCES,-,4.03
2019Q4,Condo,14,"Geylang, Eunos",TRE RESIDENCES,-,4.12
2019Q1,Condo,14,"Geylang, Eunos",TRE RESIDENCES,-,4.25
2019Q3,Condo,14,"Geylang, Eunos",TRE RESIDENCES,-,4.36
2020Q3,Condo,14,"Geylang, Eunos",TRE RESIDENCES,-,4.21
2020Q1,Condo,14,"Geylang, Eunos",TRE RESIDENCES,-,4.82
2019Q2,Condo,14,"Geylang, Eunos",TRE RESIDENCES,-,4.6
2020Q4,Condo,14,"Geylang, Eunos",TRE RESIDENCES,-,4.03
2018Q1,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HILLSTA,-,2.98
2018Q3,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HILLSTA,-,2.91
2018Q2,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HILLSTA,-,2.98
2018Q4,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HILLSTA,-,2.96
2019Q1,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HILLSTA,-,3.03
2019Q3,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HILLSTA,-,3.02
2020Q1,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HILLSTA,-,3.04
2019Q2,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HILLSTA,-,3.06
2019Q4,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HILLSTA,-,2.94
2020Q3,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HILLSTA,-,3.01
2020Q2,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HILLSTA,-,3.04
2020Q4,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HILLSTA,-,3.02
2020Q4,Condo,9,"Orchard, Cairnhill, River Valley",WILKIE 80,-,4.64
2020Q3,Condo,11,"Watten Estate, Novena, Thomson",26 NEWTON,-,4.8
2018Q3,Condo,11,"Watten Estate, Novena, Thomson",26 NEWTON,-,5.17
2018Q1,Condo,11,"Watten Estate, Novena, Thomson",26 NEWTON,-,5.07
2019Q1,Condo,11,"Watten Estate, Novena, Thomson",26 NEWTON,-,5.28
2018Q2,Condo,11,"Watten Estate, Novena, Thomson",26 NEWTON,-,5.07
2018Q4,Condo,11,"Watten Estate, Novena, Thomson",26 NEWTON,-,4.95
2019Q3,Condo,11,"Watten Estate, Novena, Thomson",26 NEWTON,-,5.07
2020Q1,Condo,11,"Watten Estate, Novena, Thomson",26 NEWTON,-,5.18
2019Q2,Condo,11,"Watten Estate, Novena, Thomson",26 NEWTON,-,5.16
2019Q4,Condo,11,"Watten Estate, Novena, Thomson",26 NEWTON,-,5.07
2020Q4,Condo,11,"Watten Estate, Novena, Thomson",26 NEWTON,-,4.86
2018Q4,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",SYMPHONY HEIGHTS,-,2.16
2018Q1,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",SYMPHONY HEIGHTS,-,2.28
2018Q3,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",SYMPHONY HEIGHTS,-,2.23
2018Q2,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",SYMPHONY HEIGHTS,-,2.16
2019Q4,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",SYMPHONY HEIGHTS,-,2.17
2020Q2,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",SYMPHONY HEIGHTS,-,2.3
2019Q1,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",SYMPHONY HEIGHTS,-,2.09
2019Q3,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",SYMPHONY HEIGHTS,-,2.27
2020Q3,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",SYMPHONY HEIGHTS,-,2.32
2020Q1,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",SYMPHONY HEIGHTS,-,2.22
2019Q2,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",SYMPHONY HEIGHTS,-,2.31
2020Q4,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",SYMPHONY HEIGHTS,-,2.31
2018Q3,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HILLBROOKS,-,2.05
2018Q4,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HILLBROOKS,-,2.09
2019Q1,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HILLBROOKS,-,2.22
2019Q3,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HILLBROOKS,-,2.19
2020Q1,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HILLBROOKS,-,2.2
2019Q2,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HILLBROOKS,-,2.05
2019Q4,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HILLBROOKS,-,2.09
2020Q3,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HILLBROOKS,-,2.04
2020Q4,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HILLBROOKS,-,2.21
2018Q1,Condo,9,"Orchard, Cairnhill, River Valley",PACIFIC MANSION,-,2.63
2018Q3,Condo,9,"Orchard, Cairnhill, River Valley",PACIFIC MANSION,-,2.5
2018Q2,Condo,9,"Orchard, Cairnhill, River Valley",PACIFIC MANSION,-,2.47
2018Q4,Condo,9,"Orchard, Cairnhill, River Valley",PACIFIC MANSION,-,2.13
2019Q1,Condo,9,"Orchard, Cairnhill, River Valley",PACIFIC MANSION,-,2.42
2018Q1,Condo,18,"Tampines, Pasir Ris",SAVANNAH CONDOPARK,-,2.39
2018Q3,Condo,18,"Tampines, Pasir Ris",SAVANNAH CONDOPARK,-,2.34
2018Q2,Condo,18,"Tampines, Pasir Ris",SAVANNAH CONDOPARK,-,2.39
2018Q4,Condo,18,"Tampines, Pasir Ris",SAVANNAH CONDOPARK,-,2.37
2019Q4,Condo,18,"Tampines, Pasir Ris",SAVANNAH CONDOPARK,-,2.27
2020Q2,Condo,18,"Tampines, Pasir Ris",SAVANNAH CONDOPARK,-,2.26
2019Q1,Condo,18,"Tampines, Pasir Ris",SAVANNAH CONDOPARK,-,2.47
2019Q3,Condo,18,"Tampines, Pasir Ris",SAVANNAH CONDOPARK,-,2.34
2020Q1,Condo,18,"Tampines, Pasir Ris",SAVANNAH CONDOPARK,-,2.31
2020Q3,Condo,18,"Tampines, Pasir Ris",SAVANNAH CONDOPARK,-,2.25
2019Q2,Condo,18,"Tampines, Pasir Ris",SAVANNAH CONDOPARK,-,2.37
2020Q4,Condo,18,"Tampines, Pasir Ris",SAVANNAH CONDOPARK,-,2.19
2018Q3,Condo,19,"Serangoon Garden, Hougang, Punggo",JADE RESIDENCES,-,3.42
2018Q2,Condo,19,"Serangoon Garden, Hougang, Punggo",JADE RESIDENCES,-,3.52
2019Q3,Condo,19,"Serangoon Garden, Hougang, Punggo",JADE RESIDENCES,-,3.45
2019Q2,Condo,19,"Serangoon Garden, Hougang, Punggo",JADE RESIDENCES,-,3.42
2019Q4,Condo,19,"Serangoon Garden, Hougang, Punggo",JADE RESIDENCES,-,3.5
2020Q3,Condo,19,"Serangoon Garden, Hougang, Punggo",JADE RESIDENCES,-,3.44
2020Q2,Condo,19,"Serangoon Garden, Hougang, Punggo",JADE RESIDENCES,-,3.28
2020Q4,Condo,19,"Serangoon Garden, Hougang, Punggo",JADE RESIDENCES,-,3.5
2018Q1,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",DRAYCOTT EIGHT,-,5.23
2018Q3,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",DRAYCOTT EIGHT,-,5.34
2018Q2,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",DRAYCOTT EIGHT,-,5.16
2019Q1,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",DRAYCOTT EIGHT,-,5.05
2019Q3,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",DRAYCOTT EIGHT,-,4.86
2019Q2,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",DRAYCOTT EIGHT,-,5.66
2020Q3,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",DRAYCOTT EIGHT,-,4.47
2020Q4,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",DRAYCOTT EIGHT,-,4.45
2019Q4,Condo,9,"Orchard, Cairnhill, River Valley",SUITES @ CAIRNHILL,-,4.51
2019Q3,Condo,9,"Orchard, Cairnhill, River Valley",SUITES @ CAIRNHILL,-,4.51
2018Q1,Condo,13,"Macpherson, Braddell",NIN RESIDENCE,-,3.18
2018Q3,Condo,13,"Macpherson, Braddell",NIN RESIDENCE,-,3.18
2018Q2,Condo,13,"Macpherson, Braddell",NIN RESIDENCE,-,3.13
2020Q2,Condo,13,"Macpherson, Braddell",NIN RESIDENCE,-,3.19
2020Q3,Condo,13,"Macpherson, Braddell",NIN RESIDENCE,-,3.26
2019Q1,Condo,13,"Macpherson, Braddell",NIN RESIDENCE,-,3.22
2019Q3,Condo,13,"Macpherson, Braddell",NIN RESIDENCE,-,3.29
2020Q1,Condo,13,"Macpherson, Braddell",NIN RESIDENCE,-,3.29
2019Q2,Condo,13,"Macpherson, Braddell",NIN RESIDENCE,-,3.28
2019Q4,Condo,13,"Macpherson, Braddell",NIN RESIDENCE,-,3.07
2020Q4,Condo,13,"Macpherson, Braddell",NIN RESIDENCE,-,3.32
2018Q4,Condo,9,"Orchard, Cairnhill, River Valley",UE SQUARE,-,3.44
2018Q1,Condo,9,"Orchard, Cairnhill, River Valley",UE SQUARE,-,3.39
2018Q3,Condo,9,"Orchard, Cairnhill, River Valley",UE SQUARE,-,3.28
2018Q2,Condo,9,"Orchard, Cairnhill, River Valley",UE SQUARE,-,3.34
2019Q4,Condo,9,"Orchard, Cairnhill, River Valley",UE SQUARE,-,3.69
2020Q2,Condo,9,"Orchard, Cairnhill, River Valley",UE SQUARE,-,3.5
2020Q3,Condo,9,"Orchard, Cairnhill, River Valley",UE SQUARE,-,3.2
2019Q1,Condo,9,"Orchard, Cairnhill, River Valley",UE SQUARE,-,3.27
2019Q3,Condo,9,"Orchard, Cairnhill, River Valley",UE SQUARE,-,3.54
2020Q1,Condo,9,"Orchard, Cairnhill, River Valley",UE SQUARE,-,3.51
2019Q2,Condo,9,"Orchard, Cairnhill, River Valley",UE SQUARE,-,3.34
2020Q4,Condo,9,"Orchard, Cairnhill, River Valley",UE SQUARE,-,3.28
2020Q2,Condo,2,"Anson, Tanjong Pagar",CRAIG PLACE,-,4.72
2018Q4,Condo,7,"Middle Road, Golden Mile",THE PLAZA,-,3.73
2018Q1,Condo,7,"Middle Road, Golden Mile",THE PLAZA,-,3.25
2018Q3,Condo,7,"Middle Road, Golden Mile",THE PLAZA,-,3.65
2018Q2,Condo,7,"Middle Road, Golden Mile",THE PLAZA,-,3.39
2019Q4,Condo,7,"Middle Road, Golden Mile",THE PLAZA,-,3.51
2020Q2,Condo,7,"Middle Road, Golden Mile",THE PLAZA,-,3.14
2019Q1,Condo,7,"Middle Road, Golden Mile",THE PLAZA,-,3.76
2020Q3,Condo,7,"Middle Road, Golden Mile",THE PLAZA,-,3.28
2019Q3,Condo,7,"Middle Road, Golden Mile",THE PLAZA,-,3.47
2020Q1,Condo,7,"Middle Road, Golden Mile",THE PLAZA,-,3.24
2019Q2,Condo,7,"Middle Road, Golden Mile",THE PLAZA,-,3.69
2020Q4,Condo,7,"Middle Road, Golden Mile",THE PLAZA,-,2.96
2018Q3,Condo,15,"Katong, Joo Chiat, Amber Road",CASUARINA COVE,-,2.42
2019Q3,Condo,15,"Katong, Joo Chiat, Amber Road",CASUARINA COVE,-,2.75
2019Q4,Condo,15,"Katong, Joo Chiat, Amber Road",CASUARINA COVE,-,2.82
2020Q4,Condo,9,"Orchard, Cairnhill, River Valley",LUCKY PLAZA APARTMENTS,-,3.38
2018Q1,Condo,9,"Orchard, Cairnhill, River Valley",THE REGALIA,-,3.27
2018Q3,Condo,9,"Orchard, Cairnhill, River Valley",THE REGALIA,-,3.03
2018Q2,Condo,9,"Orchard, Cairnhill, River Valley",THE REGALIA,-,3.19
2019Q4,Condo,9,"Orchard, Cairnhill, River Valley",THE REGALIA,-,2.99
2020Q3,Condo,9,"Orchard, Cairnhill, River Valley",THE REGALIA,-,2.77
2020Q1,Condo,9,"Orchard, Cairnhill, River Valley",THE REGALIA,-,3
2019Q2,Condo,9,"Orchard, Cairnhill, River Valley",THE REGALIA,-,3.24
2020Q4,Condo,9,"Orchard, Cairnhill, River Valley",THE REGALIA,-,2.86
2018Q3,Condo,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",LANDBAY CONDOMINIUM,-,2.52
2020Q3,Condo,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",LANDBAY CONDOMINIUM,-,2.5
2019Q3,Condo,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",LANDBAY CONDOMINIUM,-,2.53
2019Q4,Condo,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",LANDBAY CONDOMINIUM,-,2.59
2020Q3,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",LOFT@HOLLAND,-,6.66
2019Q3,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",LOFT@HOLLAND,-,6.81
2020Q4,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",LOFT@HOLLAND,-,6.5
2018Q1,Condo,4,"Telok Blangah, Harbourfront",CARIBBEAN AT KEPPEL BAY,-,4.64
2019Q1,Condo,4,"Telok Blangah, Harbourfront",CARIBBEAN AT KEPPEL BAY,-,4.47
2018Q3,Condo,4,"Telok Blangah, Harbourfront",CARIBBEAN AT KEPPEL BAY,-,4.69
2018Q2,Condo,4,"Telok Blangah, Harbourfront",CARIBBEAN AT KEPPEL BAY,-,4.56
