quarter,type,district,district_display,project,flat_type,median_rent
2018Q3,Condo,15,"Katong, Joo Chiat, Amber Road",ELLIOT AT THE EAST COAST,-,2.5
2020Q1,Condo,15,"Katong, Joo Chiat, Amber Road",ELLIOT AT THE EAST COAST,-,2.73
2019Q2,Condo,15,"Katong, Joo Chiat, Amber Road",ELLIOT AT THE EAST COAST,-,2.56
2018Q3,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",MERAWOODS,-,2.01
2020Q3,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",MERAWOODS,-,1.93
2019Q1,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",MERAWOODS,-,1.93
2019Q3,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",MERAWOODS,-,1.93
2020Q1,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",MERAWOODS,-,1.91
2019Q2,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",MERAWOODS,-,2
2019Q4,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",MERAWOODS,-,1.95
2018Q4,Condo,20,"Bishan, Ang Mo Kio",THE PANORAMA,-,3.14
2018Q1,Condo,20,"Bishan, Ang Mo Kio",THE PANORAMA,-,3.05
2018Q3,Condo,20,"Bishan, Ang Mo Kio",THE PANORAMA,-,3.1
2018Q2,Condo,20,"Bishan, Ang Mo Kio",THE PANORAMA,-,2.97
2019Q4,Condo,20,"Bishan, Ang Mo Kio",THE PANORAMA,-,3.39
2020Q2,Condo,20,"Bishan, Ang Mo Kio",THE PANORAMA,-,3.14
2019Q1,Condo,20,"Bishan, Ang Mo Kio",THE PANORAMA,-,3.69
2020Q3,Condo,20,"Bishan, Ang Mo Kio",THE PANORAMA,-,3.23
2019Q3,Condo,20,"Bishan, Ang Mo Kio",THE PANORAMA,-,3.57
2020Q1,Condo,20,"Bishan, Ang Mo Kio",THE PANORAMA,-,3.08
2019Q2,Condo,20,"Bishan, Ang Mo Kio",THE PANORAMA,-,3.24
2020Q4,Condo,20,"Bishan, Ang Mo Kio",THE PANORAMA,-,3.29
2020Q4,Condo,3,"Queenstown, Tiong Bahru",ARTRA,-,4.71
2020Q3,Condo,9,"Orchard, Cairnhill, River Valley",8 @ MOUNT SOPHIA,-,3.89
2018Q3,Condo,9,"Orchard, Cairnhill, River Valley",8 @ MOUNT SOPHIA,-,4.93
2018Q1,Condo,9,"Orchard, Cairnhill, River Valley",8 @ MOUNT SOPHIA,-,4.77
2019Q1,Condo,9,"Orchard, Cairnhill, River Valley",8 @ MOUNT SOPHIA,-,4.6
2018Q2,Condo,9,"Orchard, Cairnhill, River Valley",8 @ MOUNT SOPHIA,-,5.08
2018Q4,Condo,9,"Orchard, Cairnhill, River Valley",8 @ MOUNT SOPHIA,-,4.93
2019Q3,Condo,9,"Orchard, Cairnhill, River Valley",8 @ MOUNT SOPHIA,-,4.62
2020Q1,Condo,9,"Orchard, Cairnhill, River Valley",8 @ MOUNT SOPHIA,-,4.06
2019Q2,Condo,9,"Orchard, Cairnhill, River Valley",8 @ MOUNT SOPHIA,-,4.73
2019Q4,Condo,9,"Orchard, Cairnhill, River Valley",8 @ MOUNT SOPHIA,-,4.06
2020Q2,Condo,9,"Orchard, Cairnhill, River Valley",8 @ MOUNT SOPHIA,-,4.18
2020Q4,Condo,9,"Orchard, Cairnhill, River Valley",8 @ MOUNT SOPHIA,-,3.88
2018Q1,Condo,17,"Loyang, Changi",DAHLIA PARK CONDOMINIUM,-,1.94
2018Q3,Condo,17,"Loyang, Changi",DAHLIA PARK CONDOMINIUM,-,1.98
2018Q2,Condo,17,"Loyang, Changi",DAHLIA PARK CONDOMINIUM,-,1.92
2018Q4,Condo,17,"Loyang, Changi",DAHLIA PARK CONDOMINIUM,-,1.93
2019Q1,Condo,17,"Loyang, Changi",DAHLIA PARK CONDOMINIUM,-,2.01
2019Q3,Condo,17,"Loyang, Changi",DAHLIA PARK CONDOMINIUM,-,1.96
2020Q1,Condo,17,"Loyang, Changi",DAHLIA PARK CONDOMINIUM,-,1.84
2019Q2,Condo,17,"Loyang, Changi",DAHLIA PARK CONDOMINIUM,-,1.99
2019Q4,Condo,17,"Loyang, Changi",DAHLIA PARK CONDOMINIUM,-,1.91
2020Q3,Condo,17,"Loyang, Changi",DAHLIA PARK CONDOMINIUM,-,1.87
2020Q2,Condo,17,"Loyang, Changi",DAHLIA PARK CONDOMINIUM,-,1.94
2020Q4,Condo,17,"Loyang, Changi",DAHLIA PARK CONDOMINIUM,-,1.88
2018Q1,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",SIGNATURE PARK,-,2.01
2018Q3,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",SIGNATURE PARK,-,2.04
2018Q2,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",SIGNATURE PARK,-,2.09
2018Q4,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",SIGNATURE PARK,-,2.09
2019Q4,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",SIGNATURE PARK,-,2.12
2020Q2,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",SIGNATURE PARK,-,2.11
2019Q1,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",SIGNATURE PARK,-,2.05
2019Q3,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",SIGNATURE PARK,-,2.06
2020Q1,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",SIGNATURE PARK,-,2.13
2020Q3,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",SIGNATURE PARK,-,2.12
2019Q2,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",SIGNATURE PARK,-,2.09
2020Q4,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",SIGNATURE PARK,-,2.13
2018Q1,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",CLIVEDEN AT GRANGE,-,4.28
2018Q3,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",CLIVEDEN AT GRANGE,-,4.26
2019Q3,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",CLIVEDEN AT GRANGE,-,4.27
2020Q1,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",CLIVEDEN AT GRANGE,-,4.34
2019Q2,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",CLIVEDEN AT GRANGE,-,4.24
2020Q3,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",CLIVEDEN AT GRANGE,-,4.15
2020Q2,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",CLIVEDEN AT GRANGE,-,4.37
2020Q4,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",CLIVEDEN AT GRANGE,-,4.18
2019Q1,Condo,12,"Balestier, Toa Payoh, Serangoon",AVA TOWERS,-,2.45
2018Q2,Condo,12,"Balestier, Toa Payoh, Serangoon",AVA TOWERS,-,2.22
2020Q1,Condo,12,"Balestier, Toa Payoh, Serangoon",AVA TOWERS,-,2.31
2019Q2,Condo,12,"Balestier, Toa Payoh, Serangoon",AVA TOWERS,-,2.33
2018Q4,Condo,4,"Telok Blangah, Harbourfront",THE COAST AT SENTOSA COVE,-,3.51
2018Q1,Condo,4,"Telok Blangah, Harbourfront",THE COAST AT SENTOSA COVE,-,3.41
2018Q3,Condo,4,"Telok Blangah, Harbourfront",THE COAST AT SENTOSA COVE,-,3.5
2018Q2,Condo,4,"Telok Blangah, Harbourfront",THE COAST AT SENTOSA COVE,-,3.46
2019Q4,Condo,4,"Telok Blangah, Harbourfront",THE COAST AT SENTOSA COVE,-,3.46
2020Q2,Condo,4,"Telok Blangah, Harbourfront",THE COAST AT SENTOSA COVE,-,3.46
2019Q1,Condo,4,"Telok Blangah, Harbourfront",THE COAST AT SENTOSA COVE,-,3.46
2020Q3,Condo,4,"Telok Blangah, Harbourfront",THE COAST AT SENTOSA COVE,-,3.46
2019Q3,Condo,4,"Telok Blangah, Harbourfront",THE COAST AT SENTOSA COVE,-,3.46
2020Q1,Condo,4,"Telok Blangah, Harbourfront",THE COAST AT SENTOSA COVE,-,3.46
2019Q2,Condo,4,"Telok Blangah, Harbourfront",THE COAST AT SENTOSA COVE,-,3.46
2020Q4,Condo,4,"Telok Blangah, Harbourfront",THE COAST AT SENTOSA COVE,-,3.55
2020Q3,Condo,15,"Katong, Joo Chiat, Amber Road",AALTO,-,3.43
2018Q3,Condo,15,"Katong, Joo Chiat, Amber Road",AALTO,-,3.36
2018Q1,Condo,15,"Katong, Joo Chiat, Amber Road",AALTO,-,3.48
2019Q1,Condo,15,"Katong, Joo Chiat, Amber Road",AALTO,-,3.35
2018Q2,Condo,15,"Katong, Joo Chiat, Amber Road",AALTO,-,3.36
2019Q3,Condo,15,"Katong, Joo Chiat, Amber Road",AALTO,-,3.57
2020Q1,Condo,15,"Katong, Joo Chiat, Amber Road",AALTO,-,3.43
2019Q2,Condo,15,"Katong, Joo Chiat, Amber Road",AALTO,-,3.35
2019Q4,Condo,15,"Katong, Joo Chiat, Amber Road",AALTO,-,3.5
2018Q1,Condo,1,"Raffles Place, Cecil, Marina, People?€?s Park",MARINA BAY SUITES,-,4.31
2018Q3,Condo,1,"Raffles Place, Cecil, Marina, People?€?s Park",MARINA BAY SUITES,-,4.25
2018Q2,Condo,1,"Raffles Place, Cecil, Marina, People?€?s Park",MARINA BAY SUITES,-,4.24
2018Q4,Condo,1,"Raffles Place, Cecil, Marina, People?€?s Park",MARINA BAY SUITES,-,4.2
2020Q2,Condo,1,"Raffles Place, Cecil, Marina, People?€?s Park",MARINA BAY SUITES,-,4.05
2020Q3,Condo,1,"Raffles Place, Cecil, Marina, People?€?s Park",MARINA BAY SUITES,-,4.1
2019Q1,Condo,1,"Raffles Place, Cecil, Marina, People?€?s Park",MARINA BAY SUITES,-,4.03
2019Q3,Condo,1,"Raffles Place, Cecil, Marina, People?€?s Park",MARINA BAY SUITES,-,4.31
2020Q1,Condo,1,"Raffles Place, Cecil, Marina, People?€?s Park",MARINA BAY SUITES,-,4.27
2019Q2,Condo,1,"Raffles Place, Cecil, Marina, People?€?s Park",MARINA BAY SUITES,-,4.14
2019Q4,Condo,1,"Raffles Place, Cecil, Marina, People?€?s Park",MARINA BAY SUITES,-,4.36
2020Q4,Condo,1,"Raffles Place, Cecil, Marina, People?€?s Park",MARINA BAY SUITES,-,4.19
2018Q4,Condo,2,"Anson, Tanjong Pagar",SPOTTISWOODE SUITES,-,5.44
2018Q1,Condo,2,"Anson, Tanjong Pagar",SPOTTISWOODE SUITES,-,5.34
2018Q3,Condo,2,"Anson, Tanjong Pagar",SPOTTISWOODE SUITES,-,5.51
2018Q2,Condo,2,"Anson, Tanjong Pagar",SPOTTISWOODE SUITES,-,5.75
2019Q4,Condo,2,"Anson, Tanjong Pagar",SPOTTISWOODE SUITES,-,5.57
2020Q2,Condo,2,"Anson, Tanjong Pagar",SPOTTISWOODE SUITES,-,5.53
2019Q1,Condo,2,"Anson, Tanjong Pagar",SPOTTISWOODE SUITES,-,5.3
2020Q3,Condo,2,"Anson, Tanjong Pagar",SPOTTISWOODE SUITES,-,5.67
2019Q3,Condo,2,"Anson, Tanjong Pagar",SPOTTISWOODE SUITES,-,5.67
2020Q1,Condo,2,"Anson, Tanjong Pagar",SPOTTISWOODE SUITES,-,5.3
2019Q2,Condo,2,"Anson, Tanjong Pagar",SPOTTISWOODE SUITES,-,5.67
2020Q4,Condo,2,"Anson, Tanjong Pagar",SPOTTISWOODE SUITES,-,5.3
2018Q1,Condo,9,"Orchard, Cairnhill, River Valley",OLEANAS RESIDENCE,-,2.76
2018Q3,Condo,9,"Orchard, Cairnhill, River Valley",OLEANAS RESIDENCE,-,2.86
2018Q2,Condo,9,"Orchard, Cairnhill, River Valley",OLEANAS RESIDENCE,-,2.76
2020Q2,Condo,9,"Orchard, Cairnhill, River Valley",OLEANAS RESIDENCE,-,2.95
2020Q3,Condo,9,"Orchard, Cairnhill, River Valley",OLEANAS RESIDENCE,-,2.88
2019Q1,Condo,9,"Orchard, Cairnhill, River Valley",OLEANAS RESIDENCE,-,2.94
2019Q3,Condo,9,"Orchard, Cairnhill, River Valley",OLEANAS RESIDENCE,-,3.06
2019Q2,Condo,9,"Orchard, Cairnhill, River Valley",OLEANAS RESIDENCE,-,3.06
2019Q4,Condo,9,"Orchard, Cairnhill, River Valley",OLEANAS RESIDENCE,-,2.98
2018Q4,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",THE JADE,-,3.1
2018Q1,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",THE JADE,-,3.23
2018Q3,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",THE JADE,-,3.15
2018Q2,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",THE JADE,-,2.94
2019Q4,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",THE JADE,-,2.51
2019Q1,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",THE JADE,-,2.89
2019Q3,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",THE JADE,-,2.99
2020Q3,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",THE JADE,-,2.76
2020Q1,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",THE JADE,-,2.64
2019Q2,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",THE JADE,-,3.07
2020Q4,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",THE JADE,-,2.67
2018Q1,Condo,7,"Middle Road, Golden Mile",BURLINGTON SQUARE,-,3.93
2019Q1,Condo,7,"Middle Road, Golden Mile",BURLINGTON SQUARE,-,3.74
2018Q3,Condo,7,"Middle Road, Golden Mile",BURLINGTON SQUARE,-,3.74
2018Q2,Condo,7,"Middle Road, Golden Mile",BURLINGTON SQUARE,-,3.75
2018Q4,Condo,7,"Middle Road, Golden Mile",BURLINGTON SQUARE,-,3.75
2019Q3,Condo,7,"Middle Road, Golden Mile",BURLINGTON SQUARE,-,3.82
2020Q1,Condo,7,"Middle Road, Golden Mile",BURLINGTON SQUARE,-,3.85
2019Q2,Condo,7,"Middle Road, Golden Mile",BURLINGTON SQUARE,-,3.67
2019Q4,Condo,7,"Middle Road, Golden Mile",BURLINGTON SQUARE,-,3.85
2020Q3,Condo,7,"Middle Road, Golden Mile",BURLINGTON SQUARE,-,3.57
2020Q2,Condo,7,"Middle Road, Golden Mile",BURLINGTON SQUARE,-,3.72
2020Q4,Condo,7,"Middle Road, Golden Mile",BURLINGTON SQUARE,-,3.59
2020Q2,Condo,14,"Geylang, Eunos",EDENZ SUITES,-,3.56
2018Q4,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",THE VISION,-,3.42
2018Q1,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",THE VISION,-,3.28
2018Q3,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",THE VISION,-,3.33
2018Q2,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",THE VISION,-,3.26
2019Q4,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",THE VISION,-,3.42
2020Q2,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",THE VISION,-,3.37
2019Q1,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",THE VISION,-,3.13
2019Q3,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",THE VISION,-,3.29
2020Q3,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",THE VISION,-,3.12
2020Q1,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",THE VISION,-,3.32
2019Q2,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",THE VISION,-,3.32
2020Q4,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",THE VISION,-,3.43
2018Q1,Condo,26,"Upper Thomson, Springleaf",BULLION PARK,-,2.38
2019Q1,Condo,26,"Upper Thomson, Springleaf",BULLION PARK,-,2.38
2018Q3,Condo,26,"Upper Thomson, Springleaf",BULLION PARK,-,2.38
2018Q2,Condo,26,"Upper Thomson, Springleaf",BULLION PARK,-,2.31
2018Q4,Condo,26,"Upper Thomson, Springleaf",BULLION PARK,-,2.35
2019Q3,Condo,26,"Upper Thomson, Springleaf",BULLION PARK,-,2.38
2020Q1,Condo,26,"Upper Thomson, Springleaf",BULLION PARK,-,2.23
2019Q2,Condo,26,"Upper Thomson, Springleaf",BULLION PARK,-,2.45
2019Q4,Condo,26,"Upper Thomson, Springleaf",BULLION PARK,-,2.23
2020Q3,Condo,26,"Upper Thomson, Springleaf",BULLION PARK,-,2.1
2020Q2,Condo,26,"Upper Thomson, Springleaf",BULLION PARK,-,2.06
2020Q4,Condo,26,"Upper Thomson, Springleaf",BULLION PARK,-,2.26
2018Q1,Condo,11,"Watten Estate, Novena, Thomson",CUBE 8,-,3.5
2018Q3,Condo,11,"Watten Estate, Novena, Thomson",CUBE 8,-,3.56
2018Q2,Condo,11,"Watten Estate, Novena, Thomson",CUBE 8,-,3.46
2018Q4,Condo,11,"Watten Estate, Novena, Thomson",CUBE 8,-,3.93
2019Q1,Condo,11,"Watten Estate, Novena, Thomson",CUBE 8,-,3.24
2019Q3,Condo,11,"Watten Estate, Novena, Thomson",CUBE 8,-,3.46
2020Q1,Condo,11,"Watten Estate, Novena, Thomson",CUBE 8,-,3.54
2019Q2,Condo,11,"Watten Estate, Novena, Thomson",CUBE 8,-,4.02
2019Q4,Condo,11,"Watten Estate, Novena, Thomson",CUBE 8,-,3.56
2020Q3,Condo,11,"Watten Estate, Novena, Thomson",CUBE 8,-,3.26
2020Q2,Condo,11,"Watten Estate, Novena, Thomson",CUBE 8,-,3.43
2020Q4,Condo,11,"Watten Estate, Novena, Thomson",CUBE 8,-,3.54
2020Q2,Condo,14,"Geylang, Eunos",FENG LAI MANSION,-,2.56
2018Q3,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",JERVOIS LODGE,-,2.88
2019Q3,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",JERVOIS LODGE,-,2.84
2020Q1,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",JERVOIS LODGE,-,2.85
2019Q2,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",JERVOIS LODGE,-,2.94
2020Q3,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",JERVOIS LODGE,-,2.73
2018Q1,Condo,19,"Serangoon Garden, Hougang, Punggo",KENSINGTON SQUARE,-,3.18
2018Q2,Condo,19,"Serangoon Garden, Hougang, Punggo",KENSINGTON SQUARE,-,3.26
2018Q4,Condo,19,"Serangoon Garden, Hougang, Punggo",KENSINGTON SQUARE,-,3.38
2020Q3,Condo,19,"Serangoon Garden, Hougang, Punggo",KENSINGTON SQUARE,-,2.96
2019Q1,Condo,19,"Serangoon Garden, Hougang, Punggo",KENSINGTON SQUARE,-,3.02
2019Q3,Condo,19,"Serangoon Garden, Hougang, Punggo",KENSINGTON SQUARE,-,3.38
2020Q1,Condo,19,"Serangoon Garden, Hougang, Punggo",KENSINGTON SQUARE,-,3.26
2019Q2,Condo,19,"Serangoon Garden, Hougang, Punggo",KENSINGTON SQUARE,-,3.14
2019Q4,Condo,19,"Serangoon Garden, Hougang, Punggo",KENSINGTON SQUARE,-,2.79
2020Q2,Condo,19,"Serangoon Garden, Hougang, Punggo",KENSINGTON SQUARE,-,3.26
2020Q4,Condo,19,"Serangoon Garden, Hougang, Punggo",KENSINGTON SQUARE,-,3.38
2018Q1,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",PARC PALAIS,-,1.98
2018Q3,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",PARC PALAIS,-,2.06
2018Q2,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",PARC PALAIS,-,1.97
2018Q4,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",PARC PALAIS,-,2.02
2020Q3,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",PARC PALAIS,-,2.14
2020Q2,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",PARC PALAIS,-,2
2019Q1,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",PARC PALAIS,-,2.09
2019Q3,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",PARC PALAIS,-,2.13
2020Q1,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",PARC PALAIS,-,2.16
2019Q2,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",PARC PALAIS,-,1.96
2019Q4,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",PARC PALAIS,-,2.06
2020Q4,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",PARC PALAIS,-,2.14
2019Q3,Condo,9,"Orchard, Cairnhill, River Valley",DEVONSHIRE RESIDENCES,-,5.14
2020Q1,Condo,9,"Orchard, Cairnhill, River Valley",DEVONSHIRE RESIDENCES,-,5.49
2019Q4,Condo,9,"Orchard, Cairnhill, River Valley",DEVONSHIRE RESIDENCES,-,5.14
2020Q3,Condo,9,"Orchard, Cairnhill, River Valley",DEVONSHIRE RESIDENCES,-,5.14
2020Q2,Condo,9,"Orchard, Cairnhill, River Valley",DEVONSHIRE RESIDENCES,-,5.14
2020Q4,Condo,9,"Orchard, Cairnhill, River Valley",DEVONSHIRE RESIDENCES,-,5.14
2018Q1,Condo,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",STRATFORD COURT,-,2.32
2020Q3,Condo,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",STRATFORD COURT,-,1.97
2020Q4,Condo,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",STRATFORD COURT,-,2.24
2019Q3,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",THE SIERRA,-,2.61
2020Q4,Condo,20,"Bishan, Ang Mo Kio",ADANA @ THOMSON,-,3.57
2018Q1,Condo,3,"Queenstown, Tiong Bahru",PEARL BANK APARTMENT,-,1.89
2018Q3,Condo,3,"Queenstown, Tiong Bahru",PEARL BANK APARTMENT,-,2.16
2018Q2,Condo,3,"Queenstown, Tiong Bahru",PEARL BANK APARTMENT,-,1.84
2020Q1,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",HOLLAND RESIDENCES,-,4.04
2020Q3,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",HOLLAND RESIDENCES,-,4.23
2020Q4,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",HOLLAND RESIDENCES,-,4.28
2018Q4,Condo,3,"Queenstown, Tiong Bahru",THE CREST,-,4.38
2018Q1,Condo,3,"Queenstown, Tiong Bahru",THE CREST,-,4.32
2018Q3,Condo,3,"Queenstown, Tiong Bahru",THE CREST,-,4.42
2018Q2,Condo,3,"Queenstown, Tiong Bahru",THE CREST,-,4.35
2019Q4,Condo,3,"Queenstown, Tiong Bahru",THE CREST,-,4.68
2020Q2,Condo,3,"Queenstown, Tiong Bahru",THE CREST,-,4.46
2019Q1,Condo,3,"Queenstown, Tiong Bahru",THE CREST,-,4.61
2020Q3,Condo,3,"Queenstown, Tiong Bahru",THE CREST,-,4.43
2019Q3,Condo,3,"Queenstown, Tiong Bahru",THE CREST,-,4.76
2020Q1,Condo,3,"Queenstown, Tiong Bahru",THE CREST,-,4.41
2019Q2,Condo,3,"Queenstown, Tiong Bahru",THE CREST,-,4.74
2020Q4,Condo,3,"Queenstown, Tiong Bahru",THE CREST,-,4.28
2018Q4,Condo,7,"Middle Road, Golden Mile",SUNSHINE PLAZA,-,4.36
2018Q1,Condo,7,"Middle Road, Golden Mile",SUNSHINE PLAZA,-,4.08
2018Q3,Condo,7,"Middle Road, Golden Mile",SUNSHINE PLAZA,-,4.03
2018Q2,Condo,7,"Middle Road, Golden Mile",SUNSHINE PLAZA,-,4.22
2019Q4,Condo,7,"Middle Road, Golden Mile",SUNSHINE PLAZA,-,3.63
2020Q2,Condo,7,"Middle Road, Golden Mile",SUNSHINE PLAZA,-,3.72
2019Q3,Condo,7,"Middle Road, Golden Mile",SUNSHINE PLAZA,-,3.85
2020Q3,Condo,7,"Middle Road, Golden Mile",SUNSHINE PLAZA,-,3.5
2019Q2,Condo,7,"Middle Road, Golden Mile",SUNSHINE PLAZA,-,3.94
2020Q4,Condo,7,"Middle Road, Golden Mile",SUNSHINE PLAZA,-,3.46
2018Q1,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",NATURA@HILLVIEW,-,3.46
2018Q3,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",NATURA@HILLVIEW,-,3.54
2018Q2,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",NATURA@HILLVIEW,-,3.43
2018Q4,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",NATURA@HILLVIEW,-,3.46
2020Q2,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",NATURA@HILLVIEW,-,3.49
2020Q3,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",NATURA@HILLVIEW,-,3.6
2019Q1,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",NATURA@HILLVIEW,-,3.38
2019Q3,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",NATURA@HILLVIEW,-,3.38
2020Q1,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",NATURA@HILLVIEW,-,3.34
2019Q2,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",NATURA@HILLVIEW,-,3.41
2019Q4,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",NATURA@HILLVIEW,-,3.41
2020Q4,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",NATURA@HILLVIEW,-,3.62
2018Q1,Condo,27,"Yishun, Sembawang",NINE RESIDENCES,-,3.13
2018Q3,Condo,27,"Yishun, Sembawang",NINE RESIDENCES,-,2.86
2018Q2,Condo,27,"Yishun, Sembawang",NINE RESIDENCES,-,2.87
2018Q4,Condo,27,"Yishun, Sembawang",NINE RESIDENCES,-,2.95
2020Q2,Condo,27,"Yishun, Sembawang",NINE RESIDENCES,-,2.96
2020Q3,Condo,27,"Yishun, Sembawang",NINE RESIDENCES,-,2.81
2019Q1,Condo,27,"Yishun, Sembawang",NINE RESIDENCES,-,2.84
2019Q3,Condo,27,"Yishun, Sembawang",NINE RESIDENCES,-,2.81
2020Q1,Condo,27,"Yishun, Sembawang",NINE RESIDENCES,-,2.99
2019Q2,Condo,27,"Yishun, Sembawang",NINE RESIDENCES,-,2.86
2020Q4,Condo,27,"Yishun, Sembawang",NINE RESIDENCES,-,3.15
2018Q4,Condo,15,"Katong, Joo Chiat, Amber Road",THE ESTA,-,3.35
2018Q1,Condo,15,"Katong, Joo Chiat, Amber Road",THE ESTA,-,3.27
2018Q3,Condo,15,"Katong, Joo Chiat, Amber Road",THE ESTA,-,3.34
2018Q2,Condo,15,"Katong, Joo Chiat, Amber Road",THE ESTA,-,3.38
